AT2G38340	Carub.0004s2032
AT1G71880	Carub.0002s1866
AT2G39590	Carub.0004s2166
AT2G39780	Carub.0004s2186
AT1G59980	Carub.0002s0529
AT2G39760	Carub.0004s2182
AT2G39740	Carub.0004s2180
AT1G71740	Carub.0002s1850
AT1G60050	Carub.0002s0520
AT1G71750	Carub.0002s1851
AT1G59990	Carub.0002s0525
AT1G71800	Carub.0002s1856
AT1G71810	Carub.0002s1857
AT1G71820	Carub.0002s1858
AT1G71830	Carub.0002s1859
AT1G60030	Carub.0002s0521
AT1G71760	Carub.0002s1852
AT2G39725	Carub.0004s2178
AT1G71770	Carub.0002s1853
AT2G39730	Carub.0004s2179
AT1G60010	Carub.0002s0523
AT1G71780	Carub.0002s1854
AT2G39710	Carub.0004s2176
AT1G60000	Carub.0002s0524
AT1G71790	Carub.0002s1855
AT2G39720	Carub.0004s2177
AT1G71210	Carub.0002s1809
AT5G35170	Carub.0007s3100
AT2G39850	Carub.0004s2196
AT2G39851	Carub.0004s2197
AT2G39830	Carub.0004s2194
AT5G35180	Carub.0007s3101
AT2G39840	Carub.0004s2195
AT2G39810	Carub.0004s2192
AT2G39820	Carub.0004s2193
AT1G71190	Carub.0002s1807
AT2G39800	Carub.0004s2190
AT1G71200	Carub.0002s1808
AT2G39805	Carub.0004s2191
AT1G71140	Carub.0002s1801
AT1G71150	Carub.0002s1804
AT2G39795	Carub.0004s2189
AT2G39782	Carub.0004s2187
AT2G46190	Carub.0004s2188
AT2G39855	Carub.0004s2198
AT2G39870	Carub.0004s2199
AT5G35410	Carub.0007s3124
AT5G35400	Carub.0007s3123
AT1G71420	Carub.0002s1827
AT1G71430	Carub.0002s1828
AT1G71440	Carub.0002s1829
AT5G35380	Carub.0007s3120
AT1G71380	Carub.0002s1823
AT5G35370	Carub.0007s3119
AT5G35360	Carub.0007s3118
AT1G71410	Carub.0002s1826
AT5G35330	Carub.0007s3115
AT1G71340	Carub.0002s1820
AT5G35320	Carub.0007s3114
AT1G71350	Carub.0002s1821
AT1G71360	Carub.0002s1822
AT5G35220	Carub.0007s3113
AT5G35200	Carub.0007s3112
AT1G71310	Carub.0002s1818
AT1G71240	Carub.0002s1812
AT1G35340	Carub.0347s0001
AT1G71250	Carub.0002s1813
AT1G71260	Carub.0002s1814
AT1G71220	Carub.0002s1810
AT1G71230	Carub.0002s1811
AT1G20630	Carub.0001s2010
AT1G20640	Carub.0001s2011
AT1G20650	Carub.0001s2012
AT1G20670	Carub.0001s2014
AT1G20693	Carub.0001s2015
AT1G35720	Carub.0001s3347
AT1G20696	Carub.0001s2016
AT1G35730	Carub.0001s3348
AT1G20700	Carub.0001s2017
AT1G35750	Carub.0001s3349
AT1G20710	Carub.0001s2018
AT2G05635	Carub.0001s2019
AT1G59530	Carub.0002s0590
AT5G57500	Carub.0008s1800
AT1G59520	Carub.0002s0591
AT1G59510	Carub.0002s0592
AT5G57520	Carub.0008s1802
AT5G57510	Carub.0008s1801
AT5G57550	Carub.0008s1804
AT5G57560	Carub.0008s1805
AT5G57580	Carub.0008s1809
AT1G35780	Carub.0001s3350
AT1G35830	Carub.0001s3351
AT1G20750	Carub.0001s2020
AT1G20760	Carub.0001s2021
AT1G20770	Carub.0001s2022
AT1G35910	Carub.0001s3354
AT1G20780	Carub.0001s2023
AT1G36050	Carub.0001s3355
AT1G36060	Carub.0001s3356
AT1G20810	Carub.0001s2026
AT1G36150	Carub.0001s3358
AT1G20816	Carub.0001s2027
AT1G20823	Carub.0001s2028
AT1G20830	Carub.0001s2029
AT1G59610	Carub.0002s0584
AT1G59600	Carub.0002s0585
AT1G59590	Carub.0002s0586
AT1G59540	Carub.0002s0589
AT1G36180	Carub.0001s3361
AT1G20840	Carub.0001s2030
AT1G36310	Carub.0001s3363
AT1G20850	Carub.0001s2032
AT1G20860	Carub.0001s2033
AT1G36320	Carub.0001s3365
AT1G20870	Carub.0001s2034
ATCG00680	Carub.0001s3366
AT1G20880	Carub.0001s2035
ATCG00690	Carub.0001s3367
AT1G20900	Carub.0001s2037
AT1G20910	Carub.0001s2038
AT1G20920	Carub.0001s2039
AT1G20925	Carub.0001s2040
AT1G20930	Carub.0001s2041
AT1G36370	Carub.0001s3373
AT1G20950	Carub.0001s2042
AT1G20960	Carub.0001s2043
AT1G36380	Carub.0001s3375
AT1G20970	Carub.0001s2044
AT1G36390	Carub.0001s3376
AT1G36622	Carub.0001s3378
AT1G20990	Carub.0001s2047
AT1G21000	Carub.0001s2048
AT1G21010	Carub.0001s2049
AT1G21050	Carub.0001s2050
AT1G21060	Carub.0001s2051
AT1G21065	Carub.0001s2052
AT1G21070	Carub.0001s2053
AT1G36730	Carub.0001s3385
AT1G21080	Carub.0001s2054
AT1G21090	Carub.0001s2055
AT1G36940	Carub.0001s3387
AT1G36980	Carub.0001s3388
AT1G21140	Carub.0001s2058
AT1G21150	Carub.0001s2059
AT1G72030	Carub.0002s1881
AT1G72040	Carub.0002s1882
AT1G72050	Carub.0002s1883
AT1G72060	Carub.0002s1884
AT1G72020	Carub.0002s1880
AT1G59780	Carub.0002s0558
AT1G72070	Carub.0002s1885
AT1G21160	Carub.0001s2060
AT1G72090	Carub.0002s1887
AT1G59800	Carub.0002s0556
AT1G21170	Carub.0001s2061
AT1G72100	Carub.0002s1888
AT1G21190	Carub.0001s2062
AT1G21210	Carub.0001s2064
AT1G71930	Carub.0002s1871
AT1G59850	Carub.0002s0541
AT1G71940	Carub.0002s1872
AT1G59840	Carub.0002s0542
AT1G71950	Carub.0002s1873
AT2G06565	Carub.0025s0006
AT1G72000	Carub.0002s1878
AT3G59610	Carub.0002s0547
AT1G58090	Carub.0002s0543
AT1G71960	Carub.0002s1874
AT1G21310	Carub.0001s2071
AT1G59833	Carub.0002s0544
AT1G71970	Carub.0002s1875
AT1G21326	Carub.0001s2072
AT1G59830	Carub.0002s0545
AT1G71980	Carub.0002s1876
AT1G71990	Carub.0002s1877
AT1G21340	Carub.0001s2074
AT1G21350	Carub.0001s2075
AT1G21360	Carub.0001s2077
AT1G21370	Carub.0001s2078
AT1G21380	Carub.0001s2079
AT1G21390	Carub.0001s2080
AT1G21395	Carub.0001s2081
AT1G59670	Carub.0002s0576
AT1G59660	Carub.0002s0577
AT1G21410	Carub.0001s2083
AT1G59650	Carub.0002s0578
AT1G21430	Carub.0001s2084
AT1G59640	Carub.0002s0579
AT1G21450	Carub.0001s2086
AT1G21460	Carub.0001s2087
AT1G21480	Carub.0001s2088
AT1G59750	Carub.0002s0561
AT1G59740	Carub.0002s0562
AT1G72140	Carub.0002s1894
AT1G59730	Carub.0002s0563
AT1G72150	Carub.0002s1895
AT1G59725	Carub.0002s0564
AT1G72120	Carub.0002s1890
AT1G72125	Carub.0002s1891
AT1G59760	Carub.0002s0560
AT1G59700	Carub.0002s0569
AT1G21475	Carub.0001s2090
AT1G72160	Carub.0002s1896
AT1G21500	Carub.0001s2092
AT1G72170	Carub.0002s1897
AT1G21510	Carub.0001s2093
AT1G72175	Carub.0002s1898
AT1G21520	Carub.0001s2094
AT1G59720	Carub.0002s0567
AT1G72180	Carub.0002s1899
AT1G59710	Carub.0002s0568
AT5G43120	Carub.0008s0560
AT5G58360	Carub.0008s1893
AT5G43100	Carub.0008s0561
AT5G58300	Carub.0008s1884
AT5G43170	Carub.0008s0552
AT5G58290	Carub.0008s1883
AT5G58320	Carub.0008s1886
AT5G58310	Carub.0008s1885
AT5G58340	Carub.0008s1888
AT5G43150	Carub.0008s0556
AT5G58330	Carub.0008s1887
AT5G43130	Carub.0008s0559
AT5G43140	Carub.0008s0558
AT5G58350	Carub.0008s1889
AT5G35160	Carub.0007s3093
AT5G58260	Carub.0008s1880
AT5G43175	Carub.0008s0551
AT5G35110	Carub.0007s3090
AT5G58280	Carub.0008s1882
AT5G43180	Carub.0008s0550
AT5G58270	Carub.0008s1881
AT5G43270	Carub.0008s0542
AT5G58190	Carub.0008s1873
AT5G43280	Carub.0008s0541
AT5G43260	Carub.0008s0544
AT5G58210	Carub.0008s1875
AT5G58200	Carub.0008s1874
AT5G43230	Carub.0008s0546
AT5G58230	Carub.0008s1877
AT5G43250	Carub.0008s0545
AT5G58220	Carub.0008s1876
AT5G43190	Carub.0008s0548
AT5G58250	Carub.0008s1879
AT5G43210	Carub.0008s0547
AT5G58240	Carub.0008s1878
AT5G43185	Carub.0008s0549
AT1G60360	Carub.0001s3400
AT2G25720	Carub.0001s3401
AT1G37130	Carub.0001s3407
AT5G58160	Carub.0008s1871
AT5G58150	Carub.0008s1870
AT5G58070	Carub.0008s1862
AT3G27520	Carub.0005s0595
AT3G27530	Carub.0005s0596
AT3G32940	Carub.0005s0594
AT5G58080	Carub.0008s1863
AT5G43310	Carub.0008s0535
AT5G58100	Carub.0008s1866
AT5G58090	Carub.0008s1865
AT5G43290	Carub.0008s0537
AT3G27540	Carub.0005s0597
AT5G58130	Carub.0008s1868
AT5G43300	Carub.0008s0536
AT3G27550	Carub.0005s0598
AT5G58110	Carub.0008s1867
AT5G58140	Carub.0008s1869
AT1G41830	Carub.0001s3412
AT2G05580	Carub.0001s3413
AT5G57980	Carub.0008s1851
AT5G57970	Carub.0008s1850
AT5G43380	Carub.0008s0522
AT5G58000	Carub.0008s1853
AT5G57990	Carub.0008s1852
AT5G58005	Carub.0008s1855
AT5G58003	Carub.0008s1854
AT5G58020	Carub.0008s1857
AT5G58010	Carub.0008s1856
AT5G43330	Carub.0008s0528
AT5G58040	Carub.0008s1859
AT5G58030	Carub.0008s1858
AT5G43320	Carub.0008s0529
AT1G42430	Carub.0001s3422
AT1G42440	Carub.0001s3423
AT1G42470	Carub.0001s3427
AT1G42480	Carub.0001s3428
AT3G56670	Carub.0005s0581
AT1G42540	Carub.0001s3429
AT5G57870	Carub.0008s1840
AT3G27415	Carub.0005s0573
AT5G43500	Carub.0008s0511
AT5G57887	Carub.0008s1842
AT3G27400	Carub.0005s0571
AT5G43520	Carub.0008s0510
AT5G57880	Carub.0008s1841
AT3G27410	Carub.0005s0572
AT5G43460	Carub.0008s0513
AT5G57910	Carub.0008s1844
AT3G27420	Carub.0005s0577
AT5G57900	Carub.0008s1843
AT5G57930	Carub.0008s1846
AT5G57920	Carub.0008s1845
AT5G57950	Carub.0008s1848
AT5G57940	Carub.0008s1847
AT5G43430	Carub.0008s0516
AT5G43410	Carub.0008s0519
AT3G27425	Carub.0005s0579
AT5G57960	Carub.0008s1849
AT5G43420	Carub.0008s0518
AT1G42550	Carub.0001s3430
AT1G21560	Carub.0001s2100
AT1G42560	Carub.0001s3431
AT1G21580	Carub.0001s2101
AT1G21590	Carub.0001s2102
AT1G21600	Carub.0001s2103
AT1G42960	Carub.0001s3434
AT1G21610	Carub.0001s2104
AT1G42970	Carub.0001s3435
AT1G21630	Carub.0001s2105
AT1G21640	Carub.0001s2106
AT1G21650	Carub.0001s2107
AT1G42980	Carub.0001s3438
AT1G21651	Carub.0001s2108
AT1G42990	Carub.0001s3439
AT1G21660	Carub.0001s2109
AT3G27440	Carub.0005s0585
AT5G57790	Carub.0008s1831
AT5G57785	Carub.0008s1830
AT5G43630	Carub.0008s0502
AT5G57810	Carub.0008s1833
AT3G27470	Carub.0005s0588
AT5G57800	Carub.0008s1832
AT5G43600	Carub.0008s0503
AT3G27460	Carub.0005s0587
AT5G57840	Carub.0008s1837
AT5G57830	Carub.0008s1836
AT5G43540	Carub.0008s0508
AT5G57860	Carub.0008s1839
AT5G57850	Carub.0008s1838
AT5G43530	Carub.0008s0509
AT1G43000	Carub.0001s3440
AT1G43020	Carub.0001s3441
AT1G21670	Carub.0001s2110
AT1G21680	Carub.0001s2111
AT1G21690	Carub.0001s2112
AT1G21695	Carub.0001s2113
AT1G43040	Carub.0001s3444
AT1G43130	Carub.0001s3445
AT1G21700	Carub.0001s2114
AT1G21710	Carub.0001s2115
AT1G43160	Carub.0001s3447
AT1G21720	Carub.0001s2116
AT1G43170	Carub.0001s3448
AT1G21722	Carub.0001s2117
AT1G21730	Carub.0001s2118
AT1G43190	Carub.0001s3449
AT1G21740	Carub.0001s2119
AT3G52520	Carub.0005s1890
AT3G27260	Carub.0005s0551
AT3G52440	Carub.0005s1883
AT3G27270	Carub.0005s0552
AT5G57690	Carub.0008s1820
AT3G27250	Carub.0005s0550
AT5G57710	Carub.0008s1822
AT3G52480	Carub.0005s1887
AT5G57700	Carub.0008s1821
AT3G27290	Carub.0005s0556
AT3G52470	Carub.0005s1886
AT3G52460	Carub.0005s1885
AT5G57720	Carub.0008s1823
AT3G27280	Carub.0005s0554
AT3G52450	Carub.0005s1884
AT5G57750	Carub.0008s1826
AT3G27320	Carub.0005s0559
AT5G57740	Carub.0008s1825
AT5G57770	Carub.0008s1828
AT3G27300	Carub.0005s0557
AT3G52500	Carub.0005s1889
AT5G57760	Carub.0008s1827
AT3G27310	Carub.0005s0558
AT3G52490	Carub.0005s1888
AT5G57780	Carub.0008s1829
AT1G21750	Carub.0001s2120
AT1G21760	Carub.0001s2122
AT1G43245	Carub.0001s3453
AT1G21770	Carub.0001s2123
AT1G21780	Carub.0001s2124
AT1G43560	Carub.0001s3456
AT1G21790	Carub.0001s2125
AT1G21810	Carub.0001s2126
AT1G43580	Carub.0001s3458
AT1G21830	Carub.0001s2127
AT1G21840	Carub.0001s2129
AT3G27390	Carub.0005s0570
AT3G27330	Carub.0005s0563
AT3G52330	Carub.0005s1893
AT3G27325	Carub.0005s0560
AT3G52525	Carub.0005s1892
AT3G52510	Carub.0005s1891
AT5G57610	Carub.0008s1811
AT3G27355	Carub.0005s0566
AT3G52561	Carub.0005s1898
AT5G57590	Carub.0008s1810
AT3G52560	Carub.0005s1897
AT5G57625	Carub.0008s1813
AT3G27340	Carub.0005s0564
AT3G52550	Carub.0005s1896
AT5G57620	Carub.0008s1812
AT3G27350	Carub.0005s0565
AT3G52540	Carub.0005s1895
AT5G57630	Carub.0008s1814
AT5G57660	Carub.0008s1817
AT5G57655	Carub.0008s1816
AT3G52570	Carub.0005s1899
AT5G57685	Carub.0008s1819
AT5G57670	Carub.0008s1818
AT1G14800	Carub.0007s3022
AT4G12640	Carub.0007s3020
AT3G52250	Carub.0005s1861
AT3G27060	Carub.0005s0530
AT3G52240	Carub.0005s1860
AT3G27090	Carub.0005s0533
AT3G52290	Carub.0005s1865
AT3G27100	Carub.0005s0534
AT3G52280	Carub.0005s1864
AT3G27070	Carub.0005s0531
AT3G52270	Carub.0005s1863
AT3G27080	Carub.0005s0532
AT3G52260	Carub.0005s1862
AT3G27120	Carub.0005s0537
AT3G52350	Carub.0005s1869
AT3G27150	Carub.0005s0538
AT4G12650	Carub.0007s3019
AT3G52340	Carub.0005s1868
AT3G27110	Carub.0005s0536
AT3G52300	Carub.0005s1866
AT3G27160	Carub.0005s0539
AT1G21280	Carub.0007s3017
AT3G13590	Carub.0007s3012
AT3G30520	Carub.0007s3014
AT3G27170	Carub.0005s0540
AT3G52370	Carub.0005s1872
AT3G52360	Carub.0005s1871
AT3G27210	Carub.0005s0544
AT3G52400	Carub.0005s1876
AT3G27180	Carub.0005s0545
AT3G52390	Carub.0005s1875
AT3G27190	Carub.0005s0542
AT3G52380	Carub.0005s1874
AT3G27200	Carub.0005s0543
AT3G27230	Carub.0005s0548
AT4G12740	Carub.0007s3008
AT5G60220	Carub.0005s1879
AT3G27240	Carub.0005s0549
AT5G60210	Carub.0005s1878
AT3G27220	Carub.0005s0546
AT3G52420	Carub.0005s1877
AT4G12750	Carub.0007s3007
AT4G12760	Carub.0007s3006
AT4G12730	Carub.0007s3047
AT4G12720	Carub.0007s3041
AT3G52105	Carub.0005s1843
AT3G52100	Carub.0005s1842
AT3G52090	Carub.0005s1841
AT3G26940	Carub.0005s0510
AT3G52080	Carub.0005s1840
AT3G26990	Carub.0005s0515
AT3G26980	Carub.0005s0516
AT3G52120	Carub.0005s1846
AT3G52115	Carub.0005s1845
AT3G26950	Carub.0005s0514
AT3G52110	Carub.0005s1844
AT5G26640	Carub.0005s0519
AT3G26960	Carub.0005s0517
AT3G57210	Carub.0005s1849
AT3G27000	Carub.0005s0518
AT3G52140	Carub.0005s1848
AT4G12710	Carub.0007s3036
AT4G12680	Carub.0007s3030
AT4G12700	Carub.0007s3032
AT4G12690	Carub.0007s3031
AT3G52150	Carub.0005s1850
AT3G27025	Carub.0005s0522
AT3G27027	Carub.0005s0523
AT3G52170	Carub.0005s1853
AT3G52160	Carub.0005s1852
AT3G27020	Carub.0005s0521
AT3G52155	Carub.0005s1851
AT1G26900	Carub.0005s0526
AT3G52220	Carub.0005s1858
AT3G52210	Carub.0005s1857
AT3G27030	Carub.0005s0524
AT3G52200	Carub.0005s1856
AT3G52190	Carub.0005s1855
AT4G12670	Carub.0007s3029
AT3G27050	Carub.0005s0529
AT3G52230	Carub.0005s1859
AT5G33340	Carub.0007s3068
AT5G33370	Carub.0007s3062
AT3G51860	Carub.0005s1821
AT2G39030	Carub.0004s2109
AT3G51850	Carub.0005s1820
AT2G39020	Carub.0004s2107
AT3G51895	Carub.0005s1825
AT2G39010	Carub.0004s2105
AT3G51890	Carub.0005s1824
AT3G51880	Carub.0005s1823
AT2G43255	Carub.0004s2103
AT3G51870	Carub.0005s1822
AT2G39000	Carub.0004s2104
AT2G38995	Carub.0004s2101
AT3G51940	Carub.0005s1829
AT3G51930	Carub.0005s1828
AT3G51920	Carub.0005s1827
AT3G51910	Carub.0005s1826
AT5G32450	Carub.0007s3052
AT5G32440	Carub.0007s3051
AT5G32470	Carub.0007s3054
AT5G32460	Carub.0007s3053
AT5G42930	Carub.0008s0585
AT5G42910	Carub.0008s0588
AT5G42920	Carub.0008s0587
AT3G26910	Carub.0005s0500
AT3G51970	Carub.0005s1832
AT3G51960	Carub.0005s1831
AT3G52040	Carub.0005s1836
AT2G39110	Carub.0004s2116
AT3G52030	Carub.0005s1835
AT2G39120	Carub.0004s2117
AT3G26922	Carub.0005s0502
AT3G51990	Carub.0005s1834
AT2G39090	Carub.0004s2114
AT3G51980	Carub.0005s1833
AT4G13965	Carub.0005s0503
AT2G39100	Carub.0004s2115
AT3G26932	Carub.0005s0508
AT2G39060	Carub.0004s2112
AT3G26935	Carub.0005s0509
AT3G52070	Carub.0005s1839
AT2G39080	Carub.0004s2113
AT3G52060	Carub.0005s1838
AT2G39040	Carub.0004s2110
AT3G26934	Carub.0005s0507
AT3G52050	Carub.0005s1837
AT2G39050	Carub.0004s2111
AT2G39250	Carub.0004s2130
AT5G35100	Carub.0007s3089
AT2G39260	Carub.0004s2131
AT5G35090	Carub.0007s3088
AT3G51740	Carub.0005s1808
AT5G35080	Carub.0007s3085
AT5G34850	Carub.0007s3080
AT5G34940	Carub.0007s3083
AT5G34930	Carub.0007s3082
AT5G42950	Carub.0008s0582
AT5G42940	Carub.0008s0583
AT5G43000	Carub.0008s0575
AT5G43010	Carub.0008s0574
AT5G42980	Carub.0008s0577
AT5G42960	Carub.0008s0579
AT5G42970	Carub.0008s0578
AT2G39240	Carub.0004s2129
AT3G51670	Carub.0005s1803
AT2G39230	Carub.0004s2128
AT3G51660	Carub.0005s1802
AT2G39210	Carub.0004s2125
AT2G39220	Carub.0004s2126
AT3G51630	Carub.0005s1800
AT3G51730	Carub.0005s1807
AT2G39190	Carub.0004s2123
AT3G51720	Carub.0005s1806
AT2G39200	Carub.0004s2124
AT3G51710	Carub.0005s1805
AT2G39170	Carub.0004s2121
AT3G51680	Carub.0005s1804
AT2G39180	Carub.0004s2122
AT2G39360	Carub.0004s2141
AT2G39370	Carub.0004s2142
AT3G51840	Carub.0005s1819
AT5G33300	Carub.0007s3070
AT5G33280	Carub.0007s3072
AT5G33290	Carub.0007s3071
AT5G43050	Carub.0008s0571
AT5G43060	Carub.0008s0570
AT5G43020	Carub.0008s0572
AT5G43080	Carub.0008s0564
AT5G58380	Carub.0008s1897
AT5G43070	Carub.0008s0565
AT5G58375	Carub.0008s1896
AT3G51750	Carub.0005s1810
AT5G43068	Carub.0008s0567
AT3G51790	Carub.0005s1814
AT2G39340	Carub.0004s2138
AT3G51780	Carub.0005s1813
AT2G39350	Carub.0004s2139
AT3G51770	Carub.0005s1812
AT3G51760	Carub.0005s1811
AT3G51830	Carub.0005s1818
AT2G39290	Carub.0004s2134
AT3G51820	Carub.0005s1817
AT2G39300	Carub.0004s2135
AT3G51810	Carub.0005s1816
AT2G39270	Carub.0004s2132
AT3G51800	Carub.0005s1815
AT2G39280	Carub.0004s2133
AT1G08930	Carub.0002s0877
AT1G54820	Carub.0002s0861
AT1G54740	Carub.0002s0866
AT1G54730	Carub.0002s0867
AT1G54790	Carub.0002s0863
AT1G54780	Carub.0002s0864
AT1G54680	Carub.0002s0892
AT1G54650	Carub.0002s0893
AT1G11360	Carub.0001s1098
AT1G54620	Carub.0002s0896
AT1G11340	Carub.0001s1096
AT1G11320	Carub.0001s1094
AT1G11310	Carub.0001s1092
AT1G11290	Carub.0001s1090
AT1G54710	Carub.0002s0889
AT1G11260	Carub.0001s1089
AT1G12180	Carub.0001s1085
AT1G11240	Carub.0001s1082
AT1G11210	Carub.0001s1080
AT1G11200	Carub.0001s1079
AT1G11190	Carub.0001s1078
AT1G11180	Carub.0001s1076
AT1G11170	Carub.0001s1075
AT1G11160	Carub.0001s1074
AT1G11145	Carub.0001s1073
AT1G11130	Carub.0001s1071
AT1G11125	Carub.0001s1070
AT1G11120	Carub.0001s1069
AT1G11112	Carub.0001s1068
AT1G54970	Carub.0002s0823
AT1G11110	Carub.0001s1067
AT1G54960	Carub.0002s0824
AT1G11100	Carub.0001s1066
AT1G11090	Carub.0001s1065
AT1G11080	Carub.0001s1064
AT1G11070	Carub.0001s1063
AT1G11060	Carub.0001s1062
AT1G11050	Carub.0001s1061
AT4G12800	Carub.0007s3001
AT1G11040	Carub.0001s1060
AT4G12790	Carub.0007s3003
AT1G54840	Carub.0002s0859
AT1G11020	Carub.0001s1059
AT1G11000	Carub.0001s1058
AT1G54870	Carub.0002s0856
AT1G10980	Carub.0001s1056
AT1G54860	Carub.0002s0857
AT1G10970	Carub.0001s1055
AT1G54850	Carub.0002s0858
AT1G10950	Carub.0001s1053
AT1G10940	Carub.0001s1052
AT1G10930	Carub.0001s1051
AT1G10920	Carub.0001s1050
AT1G10910	Carub.0001s1049
AT1G10900	Carub.0001s1048
AT4G17200	Carub.0001s1047
AT1G54930	Carub.0002s0844
AT1G54920	Carub.0002s0845
AT1G10890	Carub.0001s1045
AT1G10880	Carub.0001s1044
AT1G10875	Carub.0001s1043
AT1G54940	Carub.0002s0840
AT1G10870	Carub.0001s1041
AT1G10865	Carub.0001s1040
AT1G27280	Carub.0001s2371
AT1G27250	Carub.0001s2373
AT1G27220	Carub.0001s2374
AT1G27210	Carub.0001s2375
AT1G27200	Carub.0001s2376
AT1G27190	Carub.0001s2377
AT5G58590	Carub.0008s1921
AT5G58580	Carub.0008s1920
AT5G58610	Carub.0008s1923
AT5G58600	Carub.0008s1922
AT5G58630	Carub.0008s1925
AT5G58620	Carub.0008s1924
AT5G58650	Carub.0008s1927
AT5G58640	Carub.0008s1926
AT5G58670	Carub.0008s1929
AT1G27150	Carub.0001s2380
AT1G27120	Carub.0001s2382
AT1G27110	Carub.0001s2386
AT1G27100	Carub.0001s2387
AT1G27080	Carub.0001s2389
AT5G58510	Carub.0008s1910
AT5G58520	Carub.0008s1911
AT5G58540	Carub.0008s1914
AT5G58530	Carub.0008s1913
AT5G58550	Carub.0008s1915
AT5G58575	Carub.0008s1918
AT5G58570	Carub.0008s1917
AT1G27070	Carub.0001s2390
AT1G27060	Carub.0001s2391
AT1G27050	Carub.0001s2392
AT1G27045	Carub.0001s2393
AT1G27008	Carub.0001s2396
AT1G27000	Carub.0001s2397
AT5G58410	Carub.0008s1900
AT5G58440	Carub.0008s1903
AT5G58430	Carub.0008s1902
AT5G58450	Carub.0008s1904
AT5G58480	Carub.0008s1907
AT5G58470	Carub.0008s1906
AT5G58500	Carub.0008s1909
AT5G58490	Carub.0008s1908
AT2G03820	Carub.0005s0298
AT2G03830	Carub.0005s0299
AT2G03810	Carub.0005s0297
AT2G03670	Carub.0005s0280
AT2G03710	Carub.0005s0283
AT2G03720	Carub.0005s0284
AT2G03690	Carub.0005s0281
AT2G03680	Carub.0005s0282
AT2G03620	Carub.0005s0276
AT2G03630	Carub.0005s0277
AT2G03590	Carub.0005s0274
AT2G03640	Carub.0005s0278
AT2G03667	Carub.0005s0279
AT2G03760	Carub.0005s0290
AT2G03800	Carub.0005s0294
AT2G03770	Carub.0005s0292
AT2G03780	Carub.0005s0293
AT2G03730	Carub.0005s0287
AT2G03740	Carub.0005s0288
AT2G03750	Carub.0005s0289
AT1G48270	Carub.0001s3740
AT1G26840	Carub.0001s2410
AT1G48280	Carub.0001s3742
AT1G48300	Carub.0001s3743
AT1G26850	Carub.0001s2412
AT1G48310	Carub.0001s3744
AT1G26870	Carub.0001s2413
AT1G48320	Carub.0001s3745
AT1G26880	Carub.0001s2414
AT1G48330	Carub.0001s3746
AT1G26820	Carub.0001s2415
AT3G49600	Carub.0005s1593
AT1G26810	Carub.0001s2416
AT1G48360	Carub.0001s3748
AT3G49590	Carub.0005s1592
AT1G26800	Carub.0001s2417
AT1G48370	Carub.0001s3749
AT3G49580	Carub.0005s1591
AT3G49570	Carub.0005s1590
AT1G26799	Carub.0001s2419
AT3G49540	Carub.0005s1586
AT5G42410	Carub.0008s0674
AT3G49530	Carub.0005s1585
AT5G42400	Carub.0008s0676
AT3G49500	Carub.0005s1583
AT5G42380	Carub.0008s0678
AT3G49560	Carub.0005s1589
AT5G42390	Carub.0008s0677
AT5G42370	Carub.0008s0679
AT1G48380	Carub.0001s3750
AT1G48405	Carub.0001s3752
AT1G48410	Carub.0001s3753
AT1G26790	Carub.0001s2422
AT1G48420	Carub.0001s3754
AT1G26780	Carub.0001s2423
AT1G26770	Carub.0001s2424
AT1G78470	Carub.0001s3755
AT1G48430	Carub.0001s3756
AT1G26761	Carub.0001s2425
AT1G26760	Carub.0001s2426
AT1G48450	Carub.0001s3758
AT1G26750	Carub.0001s2427
AT5G42440	Carub.0008s0670
AT2G03580	Carub.0005s0272
AT1G48460	Carub.0001s3759
AT4G16015	Carub.0005s0273
AT1G26730	Carub.0001s2429
AT5G42420	Carub.0008s0671
AT2G03510	Carub.0005s0265
AT3G49630	Carub.0005s1596
AT1G35860	Carub.0008s1993
AT2G03520	Carub.0005s0266
AT3G49620	Carub.0005s1595
AT5G59300	Carub.0008s1996
AT3G49601	Carub.0005s1594
AT5G42450	Carub.0008s0664
AT2G03505	Carub.0005s0264
AT3G59590	Carub.0005s0269
AT5G59305	Carub.0008s1997
AT2G03530	Carub.0005s0267
AT3G49640	Carub.0005s1598
AT1G48470	Carub.0001s3760
AT1G48480	Carub.0001s3761
AT1G48500	Carub.0001s3762
AT1G26700	Carub.0001s2431
AT1G26690	Carub.0001s2432
AT1G26680	Carub.0001s2433
AT1G48540	Carub.0001s3765
AT1G48550	Carub.0001s3766
AT1G26670	Carub.0001s2435
AT1G48560	Carub.0001s3767
AT1G48570	Carub.0001s3768
AT1G26660	Carub.0001s2437
AT1G48580	Carub.0001s3769
AT1G26650	Carub.0001s2438
AT5G59040	Carub.0008s1990
AT3G49370	Carub.0005s1570
AT1G26640	Carub.0001s2439
AT5G59030	Carub.0008s1991
AT3G49430	Carub.0005s1564
AT2G03340	Carub.0005s0232
AT5G59110	Carub.0008s1983
AT3G49440	Carub.0005s1563
AT2G03350	Carub.0005s0233
AT5G59130	Carub.0008s1982
AT3G62220	Carub.0005s2894
AT5G59100	Carub.0008s1984
AT3G62190	Carub.0005s2892
AT3G49390	Carub.0005s1568
AT5G42490	Carub.0008s0656
AT2G03390	Carub.0005s0236
AT5G59080	Carub.0008s1987
