AT2G36840	AL4G33040
AT5G51440	AL8G25730
AT2G27950	AL4G22270
AT1G48450	AL1G55080
AT2G47960	AL4G47550
AT4G40000	AL7G12310
AT4G36070	AL7G14970
AT4G36880	AL7G13640
AT5G12890	AL6G23450
AT5G14110	AL6G24780
AT2G01320	AL5G10280
AT3G55660	AL5G36890
AT5G61040	AL8G37700
AT5G45250	AL8G13750
AT5G46090	AL8G12420
AT3G53310	AL5G34220
AT3G54500	AL5G35550
AT2G01290	AL5G10250
AT5G61030	AL8G37690
AT1G75950	AL2G35960
AT1G74740	AL2G34630
AT5G59810	AL8G36360
AT5G58750	AL8G35030
AT4G36945	AL7G13710
AT3G54490	AL5G35540
AT3G55646	AL5G36870
AT1G65620	AL2G22630
AT3G13437	AL2G23960
AT2G01300	AL5G10260
AT1G75960	AL2G35970
AT1G74750	AL2G34640
AT3G63250	AL5G46100
AT5G58740	AL8G35020
AT5G61020	AL8G37680
AT5G59800	AL8G36350
AT5G50320	AL8G24380
AT4G36940	AL7G13700
AT3G54480	AL5G35530
AT1G65640	AL2G22660
AT1G65140	AL2G20000
AT5G47770	AL8G11080
AT2G01275	AL5G10230
AT5G59830	AL8G36380
AT4G27090	AL7G25710
AT5G58770	AL8G35050
AT1G73560	AL2G33310
AT3G63260	AL5G46110
AT1G75930	AL2G35940
AT1G74720	AL2G34610
AT4G36960	AL7G13730
AT3G45060	AL5G23550
AT4G40050	AL7G12400
AT1G66250	AL2G23990
AT3G55640	AL5G36850
AT1G66245	AL2G23980
AT4G11610	AL6G46190
AT2G02350	AL5G11570
AT5G47790	AL8G11090
AT3G54470	AL5G35520
AT4G27100	AL7G25700
AT5G59820	AL8G36370
AT1G73550	AL2G33300
AT3G63270	AL5G46120
AT1G75940	AL2G35950
AT1G74730	AL2G34620
AT3G46130	AL5G24870
AT5G58760	AL8G35040
AT3G45050	AL5G23540
AT4G36950	AL7G13720
AT2G01260	AL5G10210
AT5G49350	AL8G23000
AT5G50290	AL8G24330
AT4G11600	AL6G46180
AT3G54460	AL5G35510
AT2G03220	AL5G12870
AT3G55630	AL5G36840
AT5G52530	AL8G26990
AT1G74790	AL2G34670
AT1G72320	AL2G32000
AT1G73580	AL2G33330
AT5G23030	AL6G34190
AT5G59780	AL8G36320
AT5G62170	AL8G38980
AT3G44170	AL5G22200
AT3G46110	AL5G24860
AT5G46140	AL8G12350
AT1G10770	AL1G21700
AT2G01270	AL5G10220
AT5G49360	AL8G23010
AT3G54450	AL5G35500
AT3G55620	AL5G36830
AT2G03230	AL5G12880
AT5G51380	AL8G25670
AT1G64280	AL2G10690
AT1G74800	AL2G34680
AT1G73570	AL2G33320
AT3G63280	AL5G46140
AT5G60990	AL8G37640
AT5G62165	AL8G38970
AT5G46130	AL8G12360
AT2G39435	AL4G36800
AT1G10780	AL1G21710
AT1G65630	AL2G22670
AT2G03200	AL5G12850
AT3G55610	AL5G36820
AT5G11520	AL6G22190
AT5G51390	AL8G25680
AT3G63290	AL5G46150
AT1G74770	AL2G34650
AT1G72340	AL2G32020
AT1G73600	AL2G33350
AT5G59790	AL8G36340
AT5G61010	AL8G37670
AT2G39440	AL4G36810
AT2G03210	AL5G12860
AT2G01250	AL5G10200
AT4G12540	AL6G47480
AT5G50310	AL8G24360
AT5G51400	AL8G25690
AT3G63300	AL5G46160
AT1G74780	AL2G34660
AT1G72330	AL2G32010
AT1G73590	AL2G33340
AT5G58720	AL8G35000
AT5G61000	AL8G37660
AT5G46110	AL8G12380
AT2G39445	AL4G36820
AT2G03170	AL5G12830
AT1G08990	AL1G19420
AT2G30070	AL4G24840
AT3G63310	AL5G46170
AT3G55600	AL5G36800
AT2G02230	AL5G11500
AT1G10810	AL1G21740
AT2G21110	AL4G10200
AT5G35230	AL4G11530
AT1G09815	AL1G20410
AT2G03190	AL5G12840
AT1G09000	AL1G19430
AT2G28950	AL4G23500
AT2G30060	AL4G24830
AT1G19680	AL1G32400
AT5G14130	AL6G24800
AT1G09820	AL1G20420
AT2G23067	AL4G12850
AT1G66220	AL2G23910
AT2G30050	AL4G24820
AT3G63340	AL5G46190
AT1G08970	AL1G19400
AT1G20710	AL1G33700
AT3G02540	AL3G11900
AT1G08120	AL2G11930
AT2G23060	AL4G12840
AT1G10790	AL1G21720
AT5G03450	AL6G12810
AT1G66210	AL2G23900
AT2G30040	AL4G24810
AT1G08980	AL1G19410
AT3G02550	AL3G11910
AT1G10800	AL1G21730
AT1G09812	AL1G20400
AT4G00690	AL7G47080
AT1G10840	AL1G21780
AT1G19710	AL1G32430
AT1G20770	AL1G33760
AT5G58784	AL8G35070
AT3G02555	AL3G11920
AT1G75910	AL2G35920
AT4G19035	AL7G35090
AT1G64320	AL2G10620
AT1G07840	AL1G18120
AT1G09850	AL1G20450
AT3G12250	AL3G23910
AT1G09030	AL1G19470
AT1G10850	AL1G21790
AT1G09860	AL1G20460
AT1G66230	AL2G23920
AT4G00695	AL7G47090
AT5G58782	AL8G35060
AT1G19715	AL1G32440
AT1G18660	AL1G31110
AT5G59840	AL8G36390
AT2G03150	AL5G12800
AT1G75920	AL2G35930
AT4G19038	AL7G35080
AT1G64330	AL2G10610
AT1G07830	AL1G18110
AT1G30460	AL1G44410
AT1G66240	AL2G23950
AT5G42080	AL7G47060
AT1G09010	AL1G19440
AT1G19690	AL1G32410
AT1G20750	AL1G33740
AT3G12260	AL3G23920
AT3G21770	AL3G35910
AT1G64300	AL2G10640
AT1G75890	AL2G35900
AT1G09830	AL1G20430
AT1G07860	AL1G18140
AT5G45410	AL1G45730
AT1G10830	AL1G21760
AT3G01540	AL3G10610
AT3G02570	AL3G11940
AT3G11050	AL3G22600
AT1G66235	AL2G23940
AT1G09020	AL1G19450
AT1G20760	AL1G33750
AT1G19700	AL1G32420
AT3G12270	AL3G23930
AT1G75900	AL2G35910
AT1G64310	AL2G10630
AT1G07850	AL1G18130
AT1G09840	AL1G20440
AT5G45400	AL1G45720
AT3G02580	AL3G11950
AT5G61550	AL365U10010
AT3G01530	AL3G10620
AT2G19820	AL3G35900
AT3G10070	AL3G21400
AT3G11210	AL3G22730
AT2G14880	AL3G46700
AT1G10530	AL1G21340
AT1G08590	AL1G19020
AT1G11560	AL1G22670
AT1G33590	AL1G47970
AT1G50890	AL1G58620
AT5G25190	AL6G36850
AT5G01810	AL6G10220
AT5G02290	AL6G11550
AT2G27350	AL4G21290
AT1G01690	AL1G10680
AT4G19900	AL7G34080
AT3G20800	AL3G34720
AT1G22460	AL1G35980
AT1G21510	AL1G34650
AT2G46040	AL4G45260
AT1G51913	AL1G59950
AT5G14200	AL6G24870
AT1G52680	AL1G60950
AT3G01430	AL3G10750
AT4G12570	AL6G47510
AT5G11540	AL6G22210
AT3G10080	AL3G21410
AT3G11220	AL3G22740
AT1G10540	AL1G21350
AT1G08600	AL1G19030
AT1G09500	AL1G20020
AT1G11572	AL1G22680
AT1G51900	AL1G59940
AT5G03490	AL6G12870
AT1G50880	AL1G58610
AT5G25210	AL6G36860
AT1G19390	AL1G32000
AT5G01820	AL6G10210
AT5G02280	AL6G11540
AT3G20790	AL3G34710
AT1G01695	AL1G10670
AT1G21520	AL1G34660
AT2G46050	AL4G45270
AT1G22470	AL1G35990
AT5G14210	AL6G24880
AT3G01420	AL3G10760
AT4G05230	AL6G48830
AT4G30110	AL7G22090
AT4G12560	AL6G47500
AT5G11550	AL6G22220
AT5G37420	AL7G46050
AT2G14890	AL3G46720
AT5G41850	AL7G47380
AT3G11230	AL3G22750
AT3G07740	AL3G19100
AT1G08570	AL1G19000
AT5G01790	AL6G10240
AT1G22440	AL1G35960
AT5G25170	AL6G36830
AT5G24140	AL6G35500
AT2G46060	AL4G45280
AT3G19870	AL3G33410
AT2G27315	AL4G21270
AT3G20820	AL3G34740
AT1G33560	AL1G47950
AT1G11545	AL1G22650
AT5G14170	AL6G24850
AT4G05220	AL6G48820
AT3G09040	AL3G20100
AT3G11240	AL3G22760
AT3G07750	AL3G19110
AT1G08580	AL1G19010
AT5G02310	AL6G11560
AT1G20380	AL1G33310
AT1G21500	AL1G34640
AT5G03495	AL6G12890
AT1G01680	AL1G10690
AT3G20810	AL3G34730
AT2G27310	AL4G21260
AT1G52695	AL1G60980
AT1G22450	AL1G35970
AT1G10522	AL1G21330
AT1G32415	AL1G46610
AT5G11530	AL6G22200
AT4G05210	AL6G48810
AT5G14180	AL6G24860
AT5G41870	AL7G47360
AT1G10560	AL1G21380
AT1G08630	AL1G19060
AT5G25150	AL6G36810
AT1G32450	AL1G46680
AT5G02250	AL6G11510
AT3G07760	AL3G19120
AT3G09050	AL3G20110
AT3G10116	AL3G21440
AT2G13570	AL3G45410
AT3G11250	AL3G22770
AT1G09530	AL1G20050
AT2G14910	AL3G46740
AT5G03460	AL6G12840
AT4G38180	AL7G10080
AT4G18860	AL7G35370
AT4G05200	AL6G48800
AT5G12930	AL6G23500
AT1G51950	AL1G59990
AT1G50940	AL1G58660
AT1G19410	AL1G32030
AT1G20430	AL1G33360
AT3G18750	AL3G32100
AT1G49140	AL1G56000
AT5G14150	AL6G24830
AT5G37400	AL7G46030
AT1G52630	AL1G60910
AT5G41860	AL7G47370
AT1G10570	AL1G21390
AT4G30140	AL7G22050
AT1G08640	AL1G19070
AT2G13560	AL3G45400
AT5G37410	AL7G46040
AT1G09540	AL1G20060
AT2G21400	AL4G10590
AT5G03455	AL6G12830
AT3G09060	AL3G20120
AT1G32440	AL1G46670
AT2G14900	AL3G46730
AT3G10130	AL3G21450
AT1G30110	AL1G44010
AT3G11260	AL3G22780
AT5G25160	AL6G36820
AT2G27730	AL4G22570
AT4G38170	AL7G10070
AT4G18870	AL7G35360
AT1G20440	AL1G33370
AT1G51940	AL1G59980
AT1G50930	AL1G58650
AT5G14160	AL6G24840
AT5G12940	AL6G23510
AT1G52640	AL1G60920
AT4G29060	AL7G23380
AT1G08610	AL1G19040
AT1G54690	AL7G50990
AT1G09510	AL1G20030
AT2G07170	AL3G44100
AT3G10120	AL3G21460
AT1G10550	AL1G21360
AT1G11580	AL1G22690
AT1G30100	AL1G44000
AT3G20840	AL3G34780
AT3G07770	AL3G19140
AT5G01830	AL6G10200
AT2G27740	AL4G22560
AT5G02270	AL6G11530
AT2G29340	AL4G23890
AT4G17840	AL7G36690
AT5G14140	AL6G24810
AT4G18830	AL7G35390
AT3G18770	AL3G32120
AT3G19895	AL3G33450
AT3G54250	AL5G35290
AT1G52660	AL1G60930
AT5G37380	AL7G46010
AT4G30120	AL7G22080
AT5G41880	AL7G47340
AT5G40890	AL7G48680
AT1G08620	AL1G19050
AT1G33610	AL1G47980
AT1G49820	AL1G57300
AT1G09520	AL1G20040
AT1G51915	AL1G59962
AT3G07780	AL3G19150
AT1G51920	AL1G59964
AT5G03470	AL6G12850
AT5G02260	AL6G11520
AT4G38190	AL7G10090
AT2G29330	AL4G23880
AT2G27750	AL4G22550
AT4G18840	AL7G35380
AT3G20830	AL3G34770
AT1G19400	AL1G32020
AT3G18760	AL3G32110
AT3G10140	AL3G21470
AT3G54240	AL5G35280
AT1G52670	AL1G60940
AT4G30130	AL7G22070
AT4G27960	AL7G24680
AT5G52310	AL8G26710
AT1G30160	AL1G44060
AT1G09570	AL1G20090
AT4G29100	AL7G23350
AT4G30170	AL7G22020
AT4G05630	AL6G47590
AT4G11660	AL6G46260
AT5G11590	AL6G22290
AT3G07790	AL3G19160
AT3G19910	AL3G33470
AT3G18773	AL3G32140
AT1G74580	AL2G34470
AT2G47020	AL4G46510
AT3G44820	AL5G23290
AT4G17860	AL7G36670
AT5G23080	AL6G34270
AT2G36960	AL4G33200
AT3G09080	AL3G20150
AT3G10150	AL3G21480
AT5G41900	AL7G47320
AT1G49170	AL1G56040
AT1G65540	AL2G22480
AT5G44790	AL8G14730
AT5G40020	AL7G49980
AT2G38580	AL4G35860
AT3G54230	AL5G35270
AT5G61940	AL8G38700
AT1G30970	AL1G45380
AT4G27970	AL7G24670
AT4G30180	AL7G22010
AT2G07180	AL3G44110
AT4G12617	AL6G47580
AT4G11655	AL6G46250
AT3G20850	AL3G34790
AT3G19900	AL3G33460
AT1G74590	AL2G34480
AT1G64370	AL2G10490
AT3G07800	AL3G19170
AT1G73350	AL2G33120
AT4G17850	AL7G36680
AT1G50960	AL1G58690
AT4G37950	AL7G12690
AT5G23090	AL6G34280
AT3G09085	AL3G20160
AT2G14960	AL3G46770
AT3G10160	AL3G21490
AT5G41890	AL7G47330
AT2G38600	AL4G35870
AT1G49160	AL1G56030
AT1G65520	AL2G22470
AT5G37370	AL7G46000
AT3G54220	AL5G35260
AT5G45390	AL8G13410
AT1G65320	AL2G21140
AT2G36970	AL4G33210
AT5G40010	AL7G49990
AT3G55440	AL5G36590
AT5G44785	AL8G14740
AT1G09550	AL1G20070
AT4G29070	AL7G23370
AT4G30150	AL7G22040
AT1G30960	AL1G45370
AT1G30135	AL1G44040
AT5G11580	AL6G22270
AT4G12610	AL6G47570
AT3G44810	AL5G23270
AT1G75790	AL2G35780
AT4G19905	AL7G34020
AT4G39370	AL7G11390
AT3G07810	AL3G19180
AT5G51140	AL8G25400
AT4G38160	AL7G10060
AT5G61960	AL8G38720
AT1G50950	AL1G58680
AT1G73370	AL2G33150
AT4G17880	AL7G36650
AT1G20450	AL1G33380
AT5G24180	AL6G35580
AT2G13610	AL3G45470
AT4G11650	AL6G46240
AT5G41910	AL7G47302
AT2G07360	AL3G44140
AT3G09090	AL3G20170
AT1G49150	AL1G56020
AT5G40940	AL7G48630
AT5G40040	AL7G49960
AT5G44780	AL8G14750
AT2G38610	AL4G35880
AT3G54210	AL5G35250
AT2G36980	AL4G33220
AT3G55430	AL5G36580
AT1G08650	AL1G19090
AT5G45380	AL8G13420
AT4G27950	AL7G24690
AT4G29080	AL7G23360
AT4G30160	AL7G22030
AT1G09560	AL1G20080
AT1G30950	AL1G45360
AT4G05310	AL6G48890
AT3G45910	AL5G24590
AT2G45980	AL4G45210
AT1G49230	AL3G32150
AT3G19920	AL3G33480
AT1G75800	AL2G35790
AT5G51150	AL8G25410
AT4G38150	AL7G10050
AT5G61950	AL8G38710
AT4G17870	AL7G36660
AT5G23070	AL6G34260
AT5G24190	AL6G35590
AT4G12600	AL6G47560
AT2G02070	AL5G11290
AT3G09100	AL3G20180
AT2G13600	AL3G45460
AT2G07340	AL3G44130
AT5G40930	AL7G48640
AT3G54200	AL5G35240
AT5G45370	AL8G13430
AT2G36985	AL4G33230
AT5G40030	AL7G49970
AT3G55420	AL5G36570
AT5G44760	AL8G14760
AT3G54190	AL5G35230
AT4G28000	AL7G24640
AT4G29130	AL7G23310
AT5G24165	AL6G35560
AT5G25250	AL6G36890
AT3G45900	AL5G24580
AT2G45990	AL4G45220
AT5G01770	AL6G10260
AT5G02370	AL6G11590
AT2G47050	AL4G46550
AT5G23060	AL6G34230
AT3G18800	AL3G32180
AT4G37190	AL7G13990
AT1G49210	AL1G56080
AT4G16745	AL7G37960
AT4G17895	AL7G36630
AT5G39410	AL7G50920
AT4G12590	AL6G47550
AT5G40050	AL7G49940
AT2G02050	AL5G11260
AT5G12990	AL6G23580
AT2G02970	AL5G12590
AT2G36990	AL4G33240
AT3G55410	AL5G36560
AT3G09110	AL3G20190
AT3G55400	AL5G36550
AT2G37000	AL4G33250
AT4G26890	AL7G25960
AT5G13000	AL6G23590
AT5G39380	AL7G50940
AT4G29140	AL7G23300
AT5G24170	AL6G35570
AT3G18790	AL3G32170
AT5G01780	AL6G10250
AT2G46000	AL4G45230
AT3G45890	AL5G24570
AT1G49200	AL1G56070
AT4G16740	AL7G37970
AT1G73380	AL2G33160
AT2G47060	AL4G46560
AT4G17890	AL7G36640
AT5G35210	AL5G23240
AT4G37180	AL7G13980
AT4G39340	AL7G11320
AT4G37990	AL7G12650
AT2G13620	AL3G45480
AT5G39400	AL7G50930
AT5G11570	AL6G22260
AT2G02060	AL5G11270
AT4G11640	AL6G46210
AT3G54170	AL5G35210
AT4G27980	AL7G24660
AT3G55390	AL5G36540
AT2G37010	AL4G33260
AT4G26850	AL7G25990
AT4G29110	AL7G23330
AT3G56520	AL5G37870
AT4G30190	AL7G22000
AT5G25220	AL6G36870
AT1G74600	AL2G34490
AT3G46870	AL5G25890
AT5G23040	AL6G34210
AT4G37970	AL7G12680
AT4G39360	AL7G11350
AT2G46020	AL4G45240
AT3G45880	AL5G24560
AT2G47070	AL4G46570
AT4G16750	AL7G37940
AT1G73400	AL2G33190
AT4G17905	AL7G36610
AT5G40090	AL7G49920
AT5G12970	AL6G23560
AT5G11560	AL6G22230
AT5G39430	AL7G50900
AT5G14220	AL6G24890
AT2G07560	AL3G44180
AT1G49190	AL1G56060
AT1G30170	AL1G44070
AT3G54160	AL5G35200
AT4G26860	AL7G25980
AT4G27990	AL7G24650
AT4G29120	AL7G23320
AT3G56510	AL5G37860
AT2G02040	AL5G11250
AT4G18880	AL7G35300
AT5G23050	AL6G34220
AT5G24160	AL6G35550
AT5G25240	AL6G36880
AT3G18810	AL3G32190
AT5G44800	AL8G14720
AT4G37980	AL7G12670
AT4G38120	AL7G10010
AT2G46030	AL4G45250
AT4G39350	AL7G11340
AT3G45870	AL5G24550
AT1G73390	AL2G33180
AT4G17900	AL7G36620
AT5G40950	AL7G48600
AT2G02960	AL5G12580
AT5G39420	AL7G50910
AT5G12980	AL6G23570
AT4G12580	AL6G47520
AT1G49180	AL1G56050
AT1G49840	AL1G57380
AT1G65570	AL2G22520
AT1G26762	AL8G24010
AT3G56500	AL5G37850
AT2G02020	AL5G11220
AT2G02950	AL5G12550
AT4G27910	AL7G24720
AT5G63760	AL8G40980
AT4G00650	AL8G25340
AT1G75830	AL2G35840
AT1G74620	AL2G34510
AT4G37910	AL7G12740
AT5G60740	AL8G37330
AT2G22320	AL4G11810
AT4G17810	AL7G36710
AT4G39390	AL7G11410
AT5G44820	AL8G14690
AT5G46380	AL8G12030
AT2G03000	AL5G12560
AT5G50020	AL8G24020
AT1G65560	AL2G22510
AT3G56490	AL5G37840
AT3G55370	AL5G36510
AT4G27920	AL7G24710
AT5G51100	AL8G25350
AT5G63750	AL8G40970
AT1G75840	AL2G35850
AT1G74640	AL2G34520
AT5G60730	AL8G37320
AT5G61890	AL8G38650
AT5G40870	AL7G48700
AT4G17800	AL7G36720
AT3G45850	AL5G24530
AT4G39380	AL7G11400
AT5G62960	AL8G39980
AT4G37920	AL7G12730
AT2G07050	AL3G44070
AT5G50030	AL8G24030
AT3G55360	AL5G36500
AT4G27890	AL7G24740
AT4G29037	AL7G23410
AT5G61920	AL8G38680
AT3G45830	AL5G24520
AT2G38510	AL4G35800
AT4G38200	AL7G10100
AT3G46840	AL5G25850
AT5G52300	AL8G26690
AT5G60760	AL8G37350
AT5G59530	AL8G36020
AT2G02010	AL5G11210
AT1G65580	AL2G22530
AT4G27900	AL7G24730
AT5G63770	AL8G40990
AT4G29040	AL7G23400
AT3G63160	AL5G46000
AT3G46830	AL5G25840
AT3G45810	AL5G24510
AT1G49220	AL1G56090
AT1G64340	AL2G10550
AT5G59520	AL8G36010
AT4G39400	AL7G11420
AT5G60750	AL8G37340
AT5G51110	AL8G25370
AT4G17830	AL7G36700
AT2G38530	AL4G35810
AT1G65342	AL2G21230
AT3G56480	AL5G37810
AT2G02910	AL5G12510
AT5G52250	AL8G26630
AT1G75870	AL2G35880
AT1G73430	AL2G33210
AT5G51060	AL8G25300
AT1G74660	AL2G34550
AT3G46820	AL5G25830
AT3G63170	AL5G46010
AT5G61850	AL8G38620
AT2G38540	AL4G35820
AT5G62930	AL8G39950
AT1G65610	AL2G22560
AT1G66200	AL2G23890
AT1G65590	AL2G22550
AT3G56470	AL5G37800
AT5G52260	AL8G26640
AT1G75880	AL2G35890
AT1G73410	AL2G33200
AT1G74670	AL2G34560
AT3G63180	AL5G46020
AT5G61840	AL8G38610
AT2G38550	AL4G35830
AT5G62920	AL8G39940
AT5G46410	AL8G12000
AT1G66190	AL2G23880
AT4G11680	AL6G46280
AT1G01670	AL1G10700
AT4G27940	AL7G24700
AT5G52270	AL8G26650
AT5G51070	AL8G25320
AT5G63740	AL8G40960
AT3G63190	AL5G46030
AT1G75850	AL2G35860
AT3G46790	AL5G25810
AT5G60720	AL8G37310
AT5G61880	AL8G38640
AT5G23100	AL6G34290
AT2G38560	AL4G35840
AT4G37925	AL7G12720
AT5G46400	AL8G12010
AT2G04032	AL5G13830
AT4G11670	AL6G46270
AT5G53290	AL8G27990
AT5G51080	AL8G25330
AT5G63730	AL8G40950
AT2G47010	AL4G46500
AT1G74650	AL2G34540
AT5G60710	AL8G37300
AT5G61865	AL8G38630
AT4G37930	AL7G12710
AT5G62940	AL8G39960
AT5G46390	AL8G12020
AT2G38570	AL4G35850
AT1G01650	AL1G10720
AT2G27290	AL4G21210
AT3G63200	AL5G46050
AT5G59590	AL8G36080
AT2G27760	AL4G22540
AT5G14230	AL6G24910
AT5G50100	AL8G24090
AT2G21385	AL4G10560
AT5G28237	AL1G22710
AT5G25260	AL6G36900
AT2G27285	AL4G21200
AT2G27770	AL4G22530
AT1G01660	AL1G10710
AT3G63210	AL5G46060
AT5G59580	AL8G36070
AT1G21550	AL1G34700
AT5G14240	AL6G24920
AT2G21380	AL4G10550
AT4G03950	AL1G22720
AT2G27775	AL4G22520
AT3G63220	AL5G46070
AT1G01640	AL1G10740
AT3G23123	AL135U10020
AT1G63420	AL2G11810
AT2G21370	AL4G10540
AT2G22370	AL4G11870
AT5G02380	AL6G11600
AT3G63230	AL5G46080
AT2G29260	AL4G23840
AT1G63430	AL2G11800
AT2G22360	AL4G11860
AT5G46350	AL8G12070
AT1G66170	AL2G23810
AT1G21590	AL1G34730
AT1G08660	AL1G19100
AT2G29250	AL4G23830
AT3G63240	AL5G46090
AT5G60780	AL8G37370
AT5G59550	AL8G36040
AT1G20470	AL1G33400
AT1G01620	AL1G10760
AT3G01460	AL3G10710
AT1G64360	AL2G10500
AT1G75810	AL2G35800
AT5G51120	AL8G25380
AT5G50060	AL8G24050
AT2G21350	AL4G10520
AT1G32470	AL1G46720
AT5G46340	AL8G12080
AT1G66160	AL2G23800
AT5G60770	AL8G37360
AT5G61930	AL8G38690
AT1G20480	AL1G33410
AT1G21600	AL1G34740
AT1G01630	AL1G10750
AT3G11170	AL3G22700
AT3G18535	AL3G10724
AT1G63410	AL2G11820
AT1G75820	AL2G35810
AT5G51130	AL8G25390
AT5G59540	AL8G36030
AT1G09575	AL1G20100
AT5G50070	AL8G24060
AT2G21340	AL4G10510
AT1G32460	AL1G46710
AT1G11630	AL1G22760
AT3G11180	AL3G22710
AT3G04110	AL2G22500
AT5G46330	AL8G12090
AT5G60800	AL8G37390
AT5G59570	AL8G36060
AT1G21560	AL1G34710
AT3G20780	AL3G34700
AT1G63300	AL2G11850
AT1G10585	AL1G21404
AT1G01600	AL1G10780
AT1G64350	AL2G10520
AT1G11600	AL1G22730
AT1G10580	AL1G21402
AT3G11200	AL3G22720
AT5G59560	AL8G36050
AT1G21580	AL1G34720
AT5G60790	AL8G37380
AT1G01610	AL1G10770
AT1G63310	AL2G11840
AT2G22330	AL4G11820
AT1G64355	AL2G10510
AT1G10586	AL1G21410
AT5G50090	AL8G24080
AT3G01435	AL3G10740
AT2G36920	AL4G33160
AT5G41940	AL7G47280
AT3G10190	AL3G21520
AT3G11340	AL3G22850
AT1G10610	AL1G21460
AT1G08700	AL1G19140
AT1G09600	AL1G20130
AT1G11655	AL1G22790
AT1G49870	AL1G57410
AT1G31020	AL1G45430
AT1G32510	AL1G46760
AT5G25280	AL6G36970
AT5G23120	AL6G34310
AT5G01710	AL6G10340
AT2G27260	AL4G21170
AT4G18890	AL7G35290
AT3G19940	AL3G33510
AT1G21630	AL1G34770
AT2G46990	AL4G46470
AT1G20510	AL1G33440
AT1G73325	AL2G33090
AT1G30200	AL1G44100
AT5G13060	AL6G23660
AT3G01340	AL3G10870
AT5G10480	AL6G21000
AT4G05340	AL6G48964
AT5G11620	AL6G22330
AT2G36930	AL4G33170
AT3G09120	AL3G20200
AT3G10195	AL3G21530
AT1G08710	AL1G19150
AT2G15010	AL3G46810
AT1G09610	AL1G20140
AT5G41920	AL7G47290
AT1G49860	AL1G57400
AT3G07830	AL3G19210
AT1G32500	AL1G46750
AT1G10620	AL1G21470
AT5G24230	AL6G35650
AT5G23130	AL6G34320
AT5G01720	AL6G10330
AT5G02430	AL6G11660
AT5G03545	AL6G12990
AT3G19930	AL3G33500
AT3G20880	AL3G34830
AT2G27250	AL4G21160
AT1G73320	AL2G33080
AT1G21640	AL1G34780
AT1G20520	AL1G33450
AT5G13070	AL6G23670
AT1G31010	AL1G45420
AT5G11630	AL6G22340
AT3G01330	AL3G10880
AT4G12620	AL6G47620
AT5G10490	AL6G21010
AT5G41960	AL7G47260
AT2G13650	AL3G45510
AT3G10200	AL3G21540
AT1G08670	AL1G19120
AT1G50990	AL1G58720
AT5G01690	AL6G10360
AT5G02450	AL6G11690
AT1G21610	AL1G34750
AT5G24220	AL6G35620
AT2G47000	AL4G46490
AT3G18820	AL3G32200
AT2G27240	AL4G21150
AT2G27800	AL4G22480
AT3G20898	AL3G34860
AT2G45940	AL4G45160
AT1G30990	AL1G45410
AT3G01325	AL3G10890
AT1G10590	AL1G21440
AT1G09580	AL1G20110
AT4G05330	AL6G48940
AT2G15020	AL3G46830
AT5G41950	AL7G47270
AT3G07860	AL3G19230
AT3G10210	AL3G21550
AT1G10600	AL1G21450
AT1G11650	AL1G22780
AT1G08680	AL1G19130
AT2G36950	AL4G33190
AT5G01700	AL6G10350
AT5G02440	AL6G11680
AT2G27230	AL4G21140
AT5G23110	AL6G34300
AT2G45950	AL4G45170
AT3G19950	AL3G33520
AT5G44730	AL8G14800
AT2G27810	AL4G22470
AT3G20890	AL3G34850
AT1G32480	AL1G46730
AT4G05320	AL6G48930
AT5G40980	AL7G48570
AT1G08750	AL1G19180
AT1G09630	AL1G20170
AT3G09150	AL3G20230
AT3G10220	AL3G21560
AT2G07680	AL3G44200
AT5G03520	AL6G12960
AT3G07870	AL3G19240
AT5G02400	AL6G11630
AT2G27220	AL4G21130
AT4G39300	AL7G11290
AT4G18920	AL7G35250
AT2G45960	AL4G45180
AT1G20550	AL1G33480
AT3G20920	AL3G34880
AT3G18830	AL3G32220
AT5G13030	AL6G23620
AT5G14270	AL6G24950
AT4G29170	AL7G23270
AT1G08760	AL1G19190
AT1G09640	AL1G20180
AT4G29190	AL7G23260
AT5G41970	AL7G47250
AT1G32540	AL1G46790
AT5G02390	AL6G11620
AT1G31070	AL1G45460
AT1G30220	AL1G44130
AT3G10230	AL3G21570
AT2G15050	AL3G46850
AT5G03510	AL6G12950
AT4G39290	AL7G11280
AT2G27210	AL4G21120
AT5G14285	AL6G24965
AT1G20560	AL1G33490
AT1G51000	AL1G58770
AT3G20910	AL3G34870
AT1G49900	AL1G57440
AT3G53210	AL5G34090
AT5G13050	AL6G23630
AT4G28025	AL7G24590
AT2G21330	AL4G10470
AT1G08720	AL1G19160
AT5G25265	AL6G36910
AT2G13690	AL3G45550
AT2G07690	AL3G44220
AT1G31050	AL1G45450
AT1G32530	AL1G46780
AT3G09160	AL3G20250
AT1G10630	AL1G21480
AT1G30210	AL1G44120
AT1G09620	AL1G20150
AT5G03540	AL6G12980
AT3G07890	AL3G19260
AT5G01730	AL6G10320
AT5G02420	AL6G11650
AT2G29210	AL4G23770
AT4G17940	AL7G36570
AT4G18905	AL7G35270
AT5G13010	AL6G23600
AT5G14250	AL6G24930
AT1G20530	AL1G33460
AT3G18850	AL3G32240
AT1G21650	AL1G34790
AT3G10250	AL3G21580
AT3G53200	AL5G34080
AT1G49890	AL1G57430
AT4G38225	AL7G47220
AT4G29150	AL7G23290
AT2G22300	AL4G11790
AT5G40150	AL7G49880
