AT1G56060	CARHR045780
AT5G25210	CARHR188280
AT1G20030	CARHR020510
AT1G21460	CARHR021840
AT1G06640	CARHR006220
AT2G22730	CARHR114010
AT2G35730	CARHR129970
AT1G34380	CARHR033840
AT1G18870	CARHR019520
AT1G33170	CARHR032510
AT2G33310	CARHR127310
AT2G34555	CARHR128640
AT2G25880	CARHR115330
AT5G25190	CARHR188290
AT1G20020	CARHR020500
AT1G21450	CARHR021830
AT1G06620	CARHR006210
AT2G22720	CARHR114000
AT1G56090	CARHR045820
AT1G07730	CARHR007540
AT2G14045	CARHR104660
AT2G35720	CARHR129960
AT1G18900	CARHR019550
AT3G28700	CARHR286600
AT5G59150	CARHR285390
AT1G77290	CARHR070800
AT5G58280	CARHR272080
AT1G34355	CARHR033810
AT2G34540	CARHR128630
AT2G25060	CARHR116650
AT5G43600	CARHR006240
AT5G23960	CARHR189590
AT5G25220	CARHR188260
AT1G20060	CARHR020530
AT1G21500	CARHR021860
AT2G05755	CARHR103340
AT2G13840	CARHR104670
AT5G49520	CARHR287940
AT2G35710	CARHR129950
AT1G18890	CARHR019540
AT1G77320	CARHR070810
AT1G34360	CARHR033820
AT5G58270	CARHR272070
AT2G34530	CARHR128620
AT2G24195	CARHR117970
AT1G07747	CARHR007560
AT2G25070	CARHR116640
AT1G08990	CARHR008890
AT1G56080	CARHR045800
AT1G20050	CARHR020520
AT1G21480	CARHR021850
AT1G20080	CARHR020560
AT5G49525	CARHR287950
AT1G17630	CARHR018240
AT1G18940	CARHR019570
AT1G18770	CARHR104640
AT2G35700	CARHR129940
AT5G59180	CARHR285370
AT2G04830	CARHR103310
AT5G59810	CARHR273390
AT2G34520	CARHR128610
AT5G58250	CARHR272060
AT1G65930	CARHR057840
AT1G34550	CARHR033880
AT5G43630	CARHR006260
AT2G24200	CARHR117960
AT2G25900	CARHR115300
AT1G76260	CARHR069820
AT4G09020	CARHR260080
AT1G54170	CARHR044520
AT1G20070	CARHR020550
AT5G49530	CARHR287960
AT1G21520	CARHR021880
AT1G18910	CARHR019560
AT3G13990	CARHR044540
AT1G17620	CARHR018230
AT5G59200	CARHR285360
AT2G34510	CARHR128600
AT5G59800	CARHR273380
AT5G58260	CARHR272050
AT1G65030	CARHR056500
AT2G25090	CARHR116620
AT1G76250	CARHR069810
AT4G06634	CARHR260070
AT1G54180	CARHR044530
AT1G20065	CARHR020540
AT5G49540	CARHR287970
AT1G21510	CARHR021870
AT3G28690	CARHR286640
AT5G59190	CARHR285350
AT2G35680	CARHR129920
AT5G49720	CARHR259060
AT1G17650	CARHR018260
AT1G18960	CARHR019590
AT5G59790	CARHR273370
AT5G61720	CARHR032520
AT5G58240	CARHR272040
AT1G65920	CARHR057820
AT1G34420	CARHR033850
AT2G24210	CARHR117940
AT4G24070	CARHR006280
AT1G76240	CARHR069800
AT4G39650	CARHR247080
AT5G40590	CARHR261390
AT4G06676	CARHR260060
AT5G49550	CARHR287980
AT1G54150	CARHR044500
AT3G28670	CARHR286650
AT1G17640	CARHR018250
AT1G20090	CARHR020570
AT5G59210	CARHR285340
AT2G15620	CARHR105960
AT2G05710	CARHR103300
AT3G44260	CARHR104630
AT2G35658	CARHR129910
AT1G18950	CARHR019580
AT5G59780	CARHR273360
AT1G34430	CARHR033860
AT5G58230	CARHR272030
AT1G33230	CARHR032530
AT1G65910	CARHR057810
AT1G31860	CARHR031200
AT2G24220	CARHR117930
AT2G25100	CARHR116600
AT4G39640	CARHR247090
AT5G49570	CARHR287990
AT1G54160	CARHR044510
AT1G64065	CARHR046870
AT1G55840	CARHR045540
AT1G75980	CARHR069510
AT4G28500	CARHR236280
AT5G60880	CARHR274560
AT1G32900	CARHR032230
AT1G66760	CARHR058860
AT4G00220	CARHR248270
AT5G58970	CARHR285200
AT1G55850	CARHR045550
AT1G21090	CARHR021560
AT4G10140	CARHR261230
AT3G09380	CARHR046880
AT1G53910	CARHR044220
AT2G15320	CARHR105700
AT1G65700	CARHR057510
AT4G28490	CARHR236270
AT5G60870	CARHR274550
AT5G62090	CARHR275880
AT5G60860	CARHR274540
AT1G32920	CARHR032240
AT1G66750	CARHR058850
AT1G08660	CARHR008590
AT1G19700	CARHR020220
AT4G10130	CARHR261220
AT1G78360	CARHR071850
AT1G64090	CARHR046850
AT5G39710	CARHR262550
AT1G19730	CARHR020260
AT1G18640	CARHR019270
AT4G02380	CARHR250570
AT1G77010	CARHR070520
AT1G66730	CARHR058830
AT5G62080	CARHR275870
AT1G32860	CARHR032200
AT5G60850	CARHR274530
AT5G62070	CARHR275860
AT1G66740	CARHR058840
AT4G02370	CARHR250560
AT1G07520	CARHR007290
AT1G55805	CARHR045510
AT3G07790	CARHR082500
AT4G00200	CARHR248250
AT1G64080	CARHR046860
AT1G76990	CARHR070530
AT1G19720	CARHR020250
AT1G55830	CARHR045530
AT4G10120	CARHR261210
AT1G18630	CARHR019260
AT4G28510	CARHR236290
AT4G02390	CARHR250580
AT5G62065	CARHR275850
AT1G34110	CARHR033550
AT1G32870	CARHR032220
AT1G36180	CARHR034880
AT3G09430	CARHR083840
AT5G60840	CARHR274520
AT1G07510	CARHR007280
AT4G02090	CARHR249590
AT3G07800	CARHR082510
AT4G00210	CARHR248260
AT1G55820	CARHR045520
AT1G76020	CARHR069550
AT5G38800	CARHR263860
AT1G19770	CARHR020280
AT1G53945	CARHR044250
AT1G74900	CARHR068220
AT1G55880	CARHR045580
AT4G29720	CARHR237570
AT5G01920	CARHR212270
AT4G02350	CARHR250540
AT1G18660	CARHR019290
AT4G17560	CARHR224260
AT4G18740	CARHR225590
AT4G00180	CARHR248230
AT5G38820	CARHR263850
AT4G28460	CARHR236230
AT1G19740	CARHR020270
AT2G36400	CARHR130700
AT1G18650	CARHR019280
AT1G74890	CARHR068210
AT4G30993	CARHR238890
AT5G01930	CARHR212280
AT1G64810	CARHR056230
AT5G62040	CARHR275830
AT4G02360	CARHR250550
AT5G60820	CARHR274500
AT4G17550	CARHR224250
AT1G53920	CARHR044230
AT2G36410	CARHR130710
AT1G74880	CARHR068200
AT1G64060	CARHR046890
AT4G28485	CARHR236260
AT5G01940	CARHR212290
AT4G00165	CARHR248210
AT4G02100	CARHR249540
AT1G32928	CARHR032250
AT5G62030	CARHR275820
AT4G17570	CARHR224280
AT1G55870	CARHR045570
AT2G36420	CARHR130720
AT3G28960	CARHR262500
AT4G29730	CARHR237580
AT4G02340	CARHR250530
AT4G03490	CARHR251860
AT1G65710	CARHR057540
AT1G64800	CARHR056210
AT5G62020	CARHR275810
AT1G32930	CARHR032260
AT2G47310	CARHR142700
AT4G29680	CARHR237530
AT3G19150	CARHR094550
AT5G01880	CARHR212230
AT4G28430	CARHR236200
AT4G30960	CARHR238860
AT1G74940	CARHR068260
AT5G37850	CARHR214890
AT2G36430	CARHR130730
AT3G20270	CARHR095880
AT1G77100	CARHR070580
AT3G17880	CARHR093220
AT1G76065	CARHR069590
AT4G20070	CARHR226880
AT2G47320	CARHR142710
AT4G02290	CARHR250500
AT5G11640	CARHR201580
AT4G03430	CARHR251830
AT5G62000	CARHR275800
AT1G64880	CARHR056280
AT4G30950	CARHR238850
AT2G36440	CARHR130740
AT4G29670	CARHR237520
AT1G74930	CARHR068250
AT5G01890	CARHR212240
AT1G76050	CARHR069580
AT5G41480	CARHR213570
AT1G77110	CARHR070590
AT3G17860	CARHR093210
AT3G19130	CARHR094540
AT3G20260	CARHR095870
AT4G00800	CARHR249530
AT4G17510	CARHR224210
AT4G18690	CARHR225540
AT4G00170	CARHR248200
AT4G20060	CARHR226870
AT1G64860	CARHR056270
AT2G47330	CARHR142720
AT2G36450	CARHR130750
AT4G28450	CARHR236220
AT1G74920	CARHR068240
AT3G17910	CARHR093240
AT3G19170	CARHR094570
AT1G76040	CARHR069570
AT5G01900	CARHR212250
AT3G56590	CARHR166700
AT4G30990	CARHR238880
AT2G47340	CARHR142730
AT4G17540	CARHR224240
AT4G03415	CARHR251810
AT1G65730	CARHR057590
AT1G64850	CARHR056260
AT3G07860	CARHR082580
AT4G00830	CARHR249500
AT3G06660	CARHR081250
AT5G13200	CARHR200270
AT4G18710	CARHR225570
AT1G74910	CARHR068230
AT3G17900	CARHR093230
AT3G19160	CARHR094560
AT1G76030	CARHR069560
AT2G36460	CARHR130760
AT4G29690	CARHR237540
AT5G01910	CARHR212260
AT2G46130	CARHR141410
AT2G47350	CARHR142740
AT4G17530	CARHR224230
AT4G18700	CARHR225560
AT4G03420	CARHR251820
AT3G36659	CARHR081260
AT1G65720	CARHR057580
AT5G13190	CARHR200280
AT2G36470	CARHR130770
AT1G78370	CARHR071870
AT1G77000	CARHR070540
AT4G30930	CARHR238820
AT3G56610	CARHR166720
AT5G13240	CARHR200210
AT2G43940	CARHR139110
AT5G11680	CARHR201540
AT2G46140	CARHR141420
AT3G07810	CARHR082520
AT4G18650	CARHR225510
AT4G20040	CARHR226840
AT2G36480	CARHR130780
AT5G40900	CARHR213530
AT1G77020	CARHR070550
AT1G78380	CARHR071880
AT3G20220	CARHR095830
AT5G01850	CARHR212200
AT3G19080	CARHR094500
AT3G56600	CARHR166710
AT2G47380	CARHR142770
AT1G74970	CARHR068290
AT5G13230	CARHR200220
AT3G09450	CARHR083860
AT2G47360	CARHR142760
AT2G46150	CARHR141430
AT3G66654	CARHR081200
AT4G18640	CARHR225500
AT5G11670	CARHR201550
AT4G03410	CARHR251800
AT3G20250	CARHR095860
AT4G30940	CARHR238840
AT1G77030	CARHR070560
AT4G29658	CARHR237510
AT2G34330	CARHR128390
AT3G19100	CARHR094530
AT5G40890	CARHR213540
AT5G01860	CARHR212210
AT4G13500	CARHR103090
AT1G74960	CARHR068280
AT2G47390	CARHR142780
AT2G46170	CARHR141450
AT3G55400	CARHR165410
AT2G46160	CARHR141440
AT4G18670	CARHR225530
AT3G56640	CARHR166750
AT3G07840	CARHR082540
AT2G44850	CARHR140110
AT4G20050	CARHR226860
AT3G66656	CARHR081210
AT2G43950	CARHR139130
AT5G13220	CARHR200230
AT5G11660	CARHR201560
AT2G26250	CARHR115080
AT3G30350	CARHR153420
AT3G43240	CARHR153440
AT5G01870	CARHR212220
AT3G20240	CARHR095850
AT2G34310	CARHR128380
AT3G19090	CARHR094520
AT5G37860	CARHR214880
AT4G30935	CARHR238830
AT1G77090	CARHR070570
AT4G29660	CARHR237500
AT2G47400	CARHR142790
AT3G55390	CARHR165400
AT3G56620	CARHR166730
AT2G44880	CARHR140130
AT2G44860	CARHR140120
AT3G66658	CARHR081220
AT2G43970	CARHR139140
AT5G11650	CARHR201570
AT3G09470	CARHR083880
AT4G18660	CARHR225520
AT5G44390	CARHR178710
AT3G29010	CARHR152100
AT3G46290	CARHR154760
AT3G30340	CARHR153430
AT3G29030	CARHR152120
AT3G43230	CARHR153450
AT2G34300	CARHR128370
AT2G05260	CARHR103070
AT2G46200	CARHR141470
AT5G11610	CARHR201610
AT2G44900	CARHR140140
AT3G55420	CARHR165440
AT3G54210	CARHR164110
AT3G56660	CARHR166770
AT5G10350	CARHR202950
AT2G43980	CARHR139150
AT2G25220	CARHR116390
AT5G37830	CARHR214920
AT3G17840	CARHR093190
AT2G34260	CARHR128360
AT2G46210	CARHR141480
AT2G44910	CARHR140150
AT3G56650	CARHR166760
AT3G55410	CARHR165430
AT5G13170	CARHR200300
AT5G11590	CARHR201630
AT2G43990	CARHR139160
AT2G25250	CARHR116380
AT5G23130	CARHR190400
AT2G26240	CARHR115050
AT3G17830	CARHR093180
AT5G21140	CARHR191730
AT5G45130	CARHR177440
AT3G29034	CARHR152140
AT5G44360	CARHR178770
AT3G30380	CARHR153470
AT2G46220	CARHR141490
AT2G44920	CARHR140160
AT5G11580	CARHR201640
AT5G13160	CARHR200310
AT3G55440	CARHR165460
AT4G18760	CARHR225610
AT4G20100	CARHR226940
AT2G44000	CARHR139170
AT5G21170	CARHR191700
AT2G26210	CARHR115040
AT2G33030	CARHR127010
AT5G37800	CARHR214960
AT5G40870	CARHR213630
AT2G34250	CARHR128340
AT3G29035	CARHR152150
AT5G44370	CARHR178760
AT1G74870	CARHR068190
AT3G54200	CARHR164120
AT5G13150	CARHR200320
AT5G11570	CARHR201650
AT4G18750	CARHR225600
AT4G20090	CARHR226930
AT2G44020	CARHR139180
AT5G21160	CARHR191710
AT5G45840	CARHR176130
AT3G17790	CARHR093140
AT3G30390	CARHR153490
AT2G44010	CARHR139190
AT2G44940	CARHR140180
AT3G07780	CARHR082490
AT3G29645	CARHR104360
AT2G15310	CARHR105690
AT5G25380	CARHR188120
AT5G23100	CARHR190430
AT3G55460	CARHR165480
AT3G07770	CARHR082480
AT3G54230	CARHR164150
AT3G06610	CARHR081150
AT5G24130	CARHR189450
AT2G24370	CARHR117680
AT2G26200	CARHR115020
AT5G45850	CARHR176120
AT3G17780	CARHR093130
AT5G45120	CARHR177450
AT3G20200	CARHR095790
AT5G44350	CARHR178780
AT2G44950	CARHR140190
AT2G35500	CARHR129650
AT2G05170	CARHR103040
AT5G23090	CARHR190440
AT3G54220	CARHR164140
AT3G55450	CARHR165470
AT5G24120	CARHR189460
AT1G09810	CARHR009800
AT2G24390	CARHR117670
AT2G35490	CARHR129640
AT2G05120	CARHR103010
AT5G45820	CARHR176150
AT5G10380	CARHR202920
AT2G15300	CARHR105670
AT5G25390	CARHR188100
AT3G54250	CARHR164170
AT1G09820	CARHR009830
AT3G17820	CARHR093170
AT2G24395	CARHR117660
AT2G26810	CARHR118990
AT5G23120	CARHR190410
AT5G21130	CARHR191740
AT2G35480	CARHR129630
AT3G17800	CARHR093150
AT5G45830	CARHR176140
AT5G45110	CARHR177470
AT3G66652	CARHR081190
AT5G11620	CARHR201600
AT3G44530	CARHR104350
AT5G24140	CARHR189440
AT5G21120	CARHR191750
AT5G25400	CARHR188110
AT2G24400	CARHR117650
AT5G10360	CARHR202940
AT3G54240	CARHR164160
AT1G10630	CARHR010800
AT1G09815	CARHR009820
AT3G17810	CARHR093160
AT3G19050	CARHR094490
AT2G26800	CARHR118980
AT5G23110	CARHR190420
AT2G35470	CARHR129620
AT2G18570	CARHR106980
AT2G15280	CARHR105650
AT1G22480	CARHR022820
AT5G45800	CARHR176170
AT5G59250	CARHR285290
AT2G24420	CARHR117640
AT1G10657	CARHR010830
AT5G23060	CARHR190470
AT3G54270	CARHR164190
AT5G24100	CARHR189490
AT1G09830	CARHR009850
AT1G08610	CARHR008520
AT2G15290	CARHR105660
AT2G35460	CARHR129610
AT5G45810	CARHR176160
AT1G36940	CARHR034810
AT2G16730	CARHR106990
AT2G26780	CARHR118960
AT2G24430	CARHR117630
AT1G10650	CARHR010820
AT5G23050	CARHR190480
AT3G54260	CARHR164180
AT1G08600	CARHR008510
AT2G15240	CARHR105630
AT2G35450	CARHR129600
AT5G59270	CARHR285270
AT1G22460	CARHR022800
AT5G45780	CARHR176190
AT1G09850	CARHR009870
AT2G24440	CARHR117620
AT1G10670	CARHR010850
AT5G23080	CARHR190450
AT5G24110	CARHR189470
AT5G25320	CARHR188140
AT1G21060	CARHR021500
AT2G15270	CARHR105640
AT1G22470	CARHR022810
AT5G45790	CARHR176180
AT5G59710	CARHR273280
AT1G09840	CARHR009860
AT1G10660	CARHR010840
AT5G23070	CARHR190460
AT5G24105	CARHR189480
AT5G25310	CARHR188150
AT2G24450	CARHR117610
AT1G08620	CARHR008530
AT1G07460	CARHR007200
AT1G22510	CARHR022860
AT5G49510	CARHR287830
AT1G18590	CARHR019210
AT5G59020	CARHR285250
AT2G15220	CARHR105610
AT5G59700	CARHR273270
AT1G10700	CARHR010880
AT1G10690	CARHR010870
AT1G09860	CARHR009890
AT2G26770	CARHR118930
AT5G40660	CARHR261290
AT1G64107	CARHR046820
AT1G21070	CARHR021520
AT1G22500	CARHR022870
AT2G16720	CARHR106950
AT2G26490	CARHR287840
AT5G59010	CARHR285240
AT2G15230	CARHR105620
AT5G60910	CARHR274590
AT1G36160	CARHR034860
AT1G10680	CARHR010860
AT1G08640	CARHR008550
AT1G21065	CARHR021510
AT1G22520	CARHR022880
AT1G18610	CARHR019230
AT5G59000	CARHR285230
AT4G31500	CARHR034820
AT5G23040	CARHR190490
AT4G00230	CARHR248290
AT4G10820	CARHR188180
AT1G64140	CARHR046800
AT5G40670	CARHR261270
AT1G19690	CARHR020210
AT1G18600	CARHR019220
AT5G60890	CARHR274570
AT1G41830	CARHR034830
AT1G10710	CARHR010890
AT1G19680	CARHR020200
AT1G64110	CARHR046810
AT5G38690	CARHR262590
AT1G21080	CARHR021530
AT5G58980	CARHR285210
AT1G63990	CARHR046990
AT1G19860	CARHR020360
AT1G53990	CARHR044330
AT1G74990	CARHR068300
AT1G76090	CARHR069630
AT1G18730	CARHR019370
AT5G01840	CARHR212190
AT4G02260	CARHR250470
AT4G28397	CARHR236160
AT1G78430	CARHR071950
AT5G60760	CARHR274440
AT5G60750	CARHR274430
AT1G34160	CARHR033680
AT1G33030	CARHR032350
AT1G31720	CARHR031020
AT2G24300	CARHR117800
AT1G06450	CARHR006060
AT4G00850	CARHR249480
AT5G39760	CARHR262460
AT4G00110	CARHR248150
AT3G07870	CARHR082600
AT5G38830	CARHR263790
AT1G17440	CARHR018030
AT4G10090	CARHR261110
AT1G19850	CARHR020350
AT5G39790	CARHR262440
AT1G76080	CARHR069620
AT2G15530	CARHR105820
AT1G77140	CARHR070630
AT4G02270	CARHR250480
AT5G61970	CARHR275760
AT1G31730	CARHR031030
AT5G60740	CARHR274420
AT1G66850	CARHR058970
AT5G61960	CARHR275750
AT1G07590	CARHR007380
AT1G34180	CARHR033690
AT1G06440	CARHR006050
AT4G00840	CARHR249490
AT1G76070	CARHR069610
AT5G38840	CARHR263780
AT5G39785	CARHR262450
AT3G07880	CARHR082610
AT4G17500	CARHR224170
AT1G55920	CARHR045640
AT3G20290	CARHR095940
AT1G19880	CARHR020380
AT1G17460	CARHR018060
AT1G18750	CARHR019390
AT4G28410	CARHR236180
AT3G19200	CARHR094610
AT4G03390	CARHR251780
AT1G36370	CARHR034990
AT4G02220	CARHR250440
AT3G09540	CARHR083950
AT4G03340	CARHR251770
AT5G60730	CARHR274410
AT1G06470	CARHR006080
AT1G76060	CARHR069600
AT3G07890	CARHR082620
AT4G00870	CARHR249460
AT1G55915	CARHR045630
AT4G00090	CARHR248130
AT5G39820	CARHR262420
AT1G19870	CARHR020370
AT1G64000	CARHR046980
AT1G55940	CARHR045650
AT1G77180	CARHR070650
AT1G18740	CARHR019380
AT1G17455	CARHR018050
AT4G28400	CARHR236170
AT3G19190	CARHR094600
AT4G02250	CARHR250460
AT4G03400	CARHR251790
AT2G42690	CARHR057610
AT1G66830	CARHR058940
AT5G60720	CARHR274400
AT1G66820	CARHR058950
AT3G09550	CARHR083960
AT3G07900	CARHR082630
AT1G06460	CARHR006070
AT2G14750	CARHR286460
AT4G00860	CARHR249470
AT1G75030	CARHR068340
AT4G28380	CARHR236120
AT5G39090	CARHR262410
AT1G76130	CARHR069670
AT5G40930	CARHR213480
AT1G70080	CARHR131900
AT4G30880	CARHR238780
AT5G01790	CARHR212150
AT4G00060	CARHR248110
AT4G02200	CARHR250420
AT4G03320	CARHR251750
AT1G64960	CARHR056360
AT1G33060	CARHR032390
AT2G25940	CARHR286470
AT1G17480	CARHR018080
AT4G17486	CARHR224140
AT4G18610	CARHR225470
AT4G00895	CARHR249440
AT4G28370	CARHR236110
AT1G76120	CARHR069660
AT5G38860	CARHR263730
AT1G17470	CARHR018070
AT1G54050	CARHR044380
AT1G19900	CARHR020390
AT1G52825	CARHR043050
AT5G39830	CARHR262400
AT1G73885	CARHR067000
AT1G75020	CARHR068330
AT2G18196	CARHR213490
AT1G06475	CARHR006090
AT1G78400	CARHR071920
AT5G01810	CARHR212160
AT4G02210	CARHR250430
AT4G03330	CARHR251760
AT1G31770	CARHR031070
AT5G13270	CARHR200180
AT3G09500	CARHR083900
AT4G18600	CARHR225460
AT2G17785	CARHR226790
AT4G00080	CARHR248120
AT4G00880	CARHR249450
AT1G54020	CARHR044350
AT2G37660	CARHR131920
AT5G38865	CARHR263720
AT1G75010	CARHR068320
AT1G76110	CARHR069650
AT1G78410	CARHR071930
AT1G77122	CARHR070600
AT5G01820	CARHR212170
AT3G20280	CARHR095900
AT4G00905	CARHR249420
AT1G56560	CARHR055010
AT4G03280	CARHR251730
AT5G13260	CARHR200190
AT4G17490	CARHR224160
AT4G18630	CARHR225490
AT2G36310	CARHR130600
AT1G75000	CARHR068310
AT1G54030	CARHR044360
AT1G76100	CARHR069640
AT2G37650	CARHR131930
AT4G28390	CARHR236130
AT4G30890	CARHR238790
AT1G77130	CARHR070610
AT1G78420	CARHR071940
AT5G01830	CARHR212180
AT4G03290	CARHR251740
AT4G00900	CARHR249430
AT1G33050	CARHR032380
AT1G31750	CARHR031050
AT2G01400	CARHR143910
AT1G17490	CARHR018090
AT2G44925	CARHR224150
AT4G18620	CARHR225480
AT3G18030	CARHR093340
AT5G01750	CARHR212110
AT3G19270	CARHR094670
AT1G73940	CARHR067050
AT3G47295	CARHR155910
AT2G37640	CARHR131940
AT3G16760	CARHR092010
AT2G36320	CARHR130610
AT1G52855	CARHR043080
AT1G75050	CARHR068380
AT4G17480	CARHR224100
AT3G04790	CARHR079040
AT4G19985	CARHR226760
AT4G00940	CARHR249400
AT2G01410	CARHR143920
AT4G03260	CARHR251710
AT5G10500	CARHR202790
AT5G13310	CARHR200130
AT3G07940	CARHR082680
AT3G06740	CARHR081350
AT3G19260	CARHR094660
AT2G37630	CARHR131950
AT5G01760	CARHR212120
AT1G73930	CARHR067040
AT1G75040	CARHR068370
AT2G36330	CARHR130620
AT3G47190	CARHR155900
AT3G20340	CARHR095990
AT3G18020	CARHR093330
AT1G52870	CARHR043090
AT4G18580	CARHR225420
AT4G19980	CARHR226750
AT4G00910	CARHR249410
AT2G47210	CARHR142600
AT5G13300	CARHR200140
AT3G07950	CARHR082690
AT4G03270	CARHR251720
AT1G64990	CARHR056390
AT3G04800	CARHR079050
AT1G73920	CARHR067030
AT3G16780	CARHR092030
AT3G19290	CARHR094690
AT1G76140	CARHR069690
AT1G52830	CARHR043060
AT1G54060	CARHR044390
AT3G57650	CARHR167910
AT3G05610	CARHR080040
AT2G01420	CARHR143940
AT5G13290	CARHR200150
AT1G64980	CARHR056380
AT1G31780	CARHR031080
AT3G06750	CARHR081370
AT4G20000	CARHR226780
AT3G04810	CARHR079060
AT2G36350	CARHR130640
AT4G29590	CARHR237420
AT3G18035	CARHR093350
AT3G16770	CARHR092020
AT3G19280	CARHR094680
AT4G30040	CARHR238750
AT5G01780	CARHR212140
AT1G52857	CARHR043070
AT3G57660	CARHR167900
AT5G40940	CARHR213470
AT3G06770	CARHR081390
AT1G56500	CARHR055040
AT4G18593	CARHR225440
AT2G01430	CARHR143950
AT4G19990	CARHR226770
AT4G03250	CARHR251700
AT3G06760	CARHR081380
AT1G64970	CARHR056370
AT1G31790	CARHR031090
AT5G13280	CARHR200160
AT5G11730	CARHR201490
AT3G04820	CARHR079070
AT1G77170	CARHR070660
AT3G20310	CARHR095960
AT2G37590	CARHR131980
AT3G46200	CARHR154620
AT1G78490	CARHR071990
AT2G36355	CARHR130650
AT4G30840	CARHR238700
AT3G17980	CARHR093300
AT3G19220	CARHR094630
AT5G43080	CARHR180910
AT3G56480	CARHR166600
AT3G57630	CARHR167930
AT1G73970	CARHR067090
AT2G01440	CARHR143960
AT3G09560	CARHR083970
AT5G11770	CARHR201420
AT5G10550	CARHR202750
AT3G07910	CARHR082640
AT2G46040	CARHR141300
AT2G47240	CARHR142630
AT3G04750	CARHR079000
AT4G19960	CARHR226720
AT5G43710	CARHR179910
AT1G77200	CARHR070670
AT2G36360	CARHR130660
AT3G20300	CARHR095950
AT3G19210	CARHR094620
AT5G43070	CARHR180920
AT2G01460	CARHR143980
AT1G73965	CARHR067080
AT5G13340	CARHR200100
AT3G09570	CARHR083980
AT2G43820	CARHR139000
AT2G46060	CARHR141310
AT3G04760	CARHR079010
AT4G19950	CARHR226710
AT5G10540	CARHR202760
AT5G43720	CARHR179900
AT5G19950	CARHR192900
AT2G36370	CARHR130670
AT5G40960	CARHR213420
AT4G30845	CARHR238720
AT3G18010	CARHR093320
AT1G77210	CARHR070680
AT3G19240	CARHR094650
AT3G20330	CARHR095980
AT5G37930	CARHR214750
AT1G73960	CARHR067070
AT2G47260	CARHR142660
AT3G57600	CARHR167950
AT5G13330	CARHR200110
AT3G07930	CARHR082660
AT2G46050	CARHR141320
AT2G47250	CARHR142650
AT3G06730	CARHR081330
AT3G04770	CARHR079020
AT3G09580	CARHR083990
AT4G18570	CARHR225410
AT5G44480	CARHR178600
AT5G43680	CARHR179930
AT3G20320	CARHR095970
AT2G33190	CARHR127170
AT3G18000	CARHR093310
AT3G19230	CARHR094640
AT5G40950	CARHR213430
AT4G30850	CARHR238710
AT5G01740	CARHR212100
AT1G77220	CARHR070690
AT1G73950	CARHR067060
AT3G56490	CARHR166610
AT1G75060	CARHR068390
AT3G57610	CARHR167940
AT2G46080	CARHR141340
AT2G47270	CARHR142670
AT2G46070	CARHR141330
AT3G04780	CARHR079030
AT2G44790	CARHR140000
AT2G43840	CARHR139020
AT4G18550	CARHR225400
AT5G13320	CARHR200120
AT4G19970	CARHR226730
AT5G11760	CARHR201450
AT5G43700	CARHR179920
AT2G36390	CARHR130690
AT5G43020	CARHR180950
AT5G44450	CARHR178630
AT2G33180	CARHR127160
AT2G34410	CARHR128490
AT5G10470	CARHR202820
AT2G46090	CARHR141350
AT3G55330	CARHR165310
AT2G44810	CARHR140020
AT2G44800	CARHR140010
AT5G10460	CARHR202830
AT5G44460	CARHR178620
AT3G30300	CARHR153340
AT2G33170	CARHR127150
AT2G34400	CARHR128480
AT2G46100	CARHR141360
AT2G47300	CARHR142690
AT5G11720	CARHR201500
AT2G44820	CARHR140030
AT3G56510	CARHR166630
AT3G55320	CARHR165300
AT5G11710	CARHR201510
AT5G24240	CARHR189300
AT5G10450	CARHR202840
AT3G47370	CARHR155990
AT3G46220	CARHR154660
AT5G43670	CARHR179940
AT5G19920	CARHR192940
AT2G33160	CARHR127140
AT4G13890	CARHR179980
AT5G44410	CARHR178650
AT4G30900	CARHR238800
AT3G54130	CARHR164010
AT5G10440	CARHR202850
AT3G56550	CARHR166670
AT5G11700	CARHR201520
AT2G43870	CARHR139050
AT4G20030	CARHR226820
AT3G46240	CARHR154690
AT5G19940	CARHR192910
AT2G33150	CARHR127130
AT2G34380	CARHR128460
AT5G43060	CARHR180940
AT3G28950	CARHR152030
AT4G20010	CARHR226800
AT2G35605	CARHR129790
AT2G44830	CARHR140050
AT5G11690	CARHR201530
AT3G54120	CARHR164000
AT5G13250	CARHR200200
AT4G20020	CARHR226810
AT2G43880	CARHR139060
AT1G09870	CARHR009900
AT5G19930	CARHR192920
AT2G25180	CARHR116480
AT5G45940	CARHR176010
AT3G17930	CARHR093260
AT3G43300	CARHR153370
AT5G44400	CARHR178670
AT3G44380	CARHR104480
AT2G35600	CARHR129780
AT5G43010	CARHR180990
AT2G05400	CARHR103150
AT5G21900	CARHR191640
AT5G19890	CARHR192970
AT3G06670	CARHR081270
AT3G56580	CARHR166690
AT3G55350	CARHR165360
AT1G10720	CARHR010910
AT1G08670	CARHR008600
AT1G09890	CARHR009930
AT3G17940	CARHR093270
AT2G25190	CARHR116470
AT2G34357	CARHR128440
AT2G17060	CARHR177330
AT3G17920	CARHR093250
AT3G19180	CARHR094580
AT5G45930	CARHR176000
AT5G43590	CARHR179990
AT1G22540	CARHR022910
AT2G43890	CARHR139080
AT5G25430	CARHR188010
AT5G21482	CARHR191650
AT5G23212	CARHR190320
AT5G19880	CARHR192980
AT3G55340	CARHR165350
AT3G56570	CARHR166680
AT1G09880	CARHR009920
AT2G26290	CARHR115130
